Nome do Arquivo,Classe,Hu 1,Hu 2,Hu 3,Hu 4,Hu 5,Hu 6,Hu 7
ROI_14_3,Paciente Saudável,0.0024444863154976003,5.209887244029256e-09,1.255592076358689e-12,2.713356691903329e-12,-2.4573410462199296e-24,4.401136959986942e-17,-4.363929797519949e-24
ROI_14_4,Paciente Saudável,0.003202891882701029,3.073218439803227e-09,6.423230443334409e-12,1.4225337773831855e-11,1.214958550457849e-22,3.2374812082792217e-16,6.106506840827771e-23
ROI_14_5,Paciente Saudável,0.0022463676485455514,1.6057584859322894e-09,1.763108998034763e-11,4.866055377174853e-12,-4.4413290758900366e-23,6.4947437923807675e-18,7.676528392366188e-24
ROI_14_6,Paciente Saudável,0.002256540702783732,1.8231877920711842e-09,1.7376487621653843e-12,1.4697829419218312e-12,-1.3855763897084562e-24,1.5190984020553593e-17,1.896685161997068e-24
ROI_14_7,Paciente Saudável,0.0021204483981117853,3.5516172353627456e-09,1.796472007699288e-12,1.0619158891283596e-12,2.657578894148808e-25,4.0959139836417087e-17,1.4424362687346098e-24
ROI_14_8,Paciente Saudável,0.00229059886148546,9.3968743052837e-10,1.1240947386550354e-11,1.0429384974238937e-11,-3.561482923817078e-24,-3.190476458215533e-16,1.1286866968669512e-22
ROI_14_9,Paciente Saudável,0.002169663172287657,2.2518767341938568e-10,2.0730800774819827e-11,1.4816861495770166e-12,-5.642195365841947e-24,9.916236347640512e-18,-5.966618402797966e-24
ROI_15_0,Paciente Saudável,0.002161634550245953,2.851661005309929e-09,1.258472741982817e-11,2.7064585012765547e-12,1.517025848273374e-23,-7.518516466409589e-17,-4.398893391406728e-24
ROI_15_1,Paciente Saudável,0.003664041584148636,4.815882600478991e-09,1.4067908934919604e-10,9.07266374630887e-12,-2.962650418462331e-22,-5.41770848938671e-16,-1.3147700142417948e-22
ROI_15_2,Paciente Saudável,0.00430329242006385,4.1711385574003284e-09,5.966771610537271e-11,4.2473082966485626e-11,-6.904544042498731e-22,-2.3185948003325203e-15,-2.0236118231707274e-21
ROI_15_3,Paciente Saudável,0.0032921548313947484,7.313073896746878e-09,3.184341293600484e-11,3.7276349788524645e-11,-1.9882389842322937e-22,-3.1682152504393325e-15,-1.2687968056974283e-21
ROI_15_4,Paciente Saudável,0.0026223050592925285,1.0783065117295678e-09,4.037423666626638e-12,1.0780678354579997e-12,1.756529208505551e-24,2.403299731498025e-17,1.4047589989005097e-24
ROI_15_5,Paciente Saudável,0.004017854454107302,4.506453087722455e-09,1.577050086209557e-10,3.0899218314461946e-10,-6.777547977414265e-20,1.7155531665973324e-14,-7.681230463177096e-21
ROI_15_6,Paciente Saudável,0.0029153895602071185,1.2442350725493595e-08,3.933950538177136e-11,3.4505562181992975e-12,3.3180692272449405e-23,-2.457974099788855e-16,-2.2699026658472062e-23
ROI_15_7,Paciente Saudável,0.0026378973746042467,8.502102187485164e-09,1.4292018040875351e-11,4.497887175783922e-12,-1.0981430540640342e-23,-7.377844546460512e-17,-3.435017830696255e-23
ROI_15_8,Paciente Saudável,0.003731986839801118,3.531687156136071e-08,3.6476377019793474e-10,1.3361910111933144e-11,-8.402449986942251e-22,-2.384773532529299e-15,-4.0519729111388813e-22
ROI_15_9,Paciente Saudável,0.002580585711474493,2.6952007544011466e-09,7.530574106340797e-12,7.63076137408412e-12,-5.542615459811292e-23,-3.754766884822507e-16,1.6552517237319436e-23
ROI_16_0,Paciente Saudável,0.003765675668344807,7.852170048511843e-09,1.2669760669876632e-10,2.1987831320064028e-10,3.523152350382044e-20,1.3583891975958215e-14,-1.0275139679499549e-20
ROI_16_1,Paciente Saudável,0.003024428955733643,2.1283652522527345e-09,9.553061350628324e-11,5.962016172835752e-11,1.6957227604187755e-21,2.242291250609728e-15,4.167699814376472e-21
ROI_16_2,Paciente Saudável,0.004760190572825008,1.797988559412739e-08,4.2206467582241815e-10,1.746639042399771e-10,4.4050156178538227e-20,1.8352295164909888e-14,-1.7566410474656166e-20
ROI_16_3,Paciente Saudável,0.003758500587366266,3.1468319426375993e-09,1.330793145134453e-10,1.0896412593109513e-10,-1.1372102741034223e-20,5.3565135184382275e-15,-6.54574241158462e-21
ROI_16_4,Paciente Saudável,0.0039441002561738095,7.676755287514617e-08,2.53662099628987e-11,1.4191925116799439e-11,-1.8708651080849566e-22,3.873524151756976e-15,1.9366354133495852e-22
ROI_16_5,Paciente Saudável,0.0037921499748667428,5.531356798536332e-09,1.884750673281315e-10,9.641043675952236e-11,-1.290205359030289e-20,7.102975356698529e-15,-1.56064614676962e-21
ROI_16_6,Paciente Saudável,0.0041945457327204625,4.6249629268420835e-08,1.826109025099558e-10,9.31064718746337e-11,7.080154464618805e-21,-8.877137638721503e-15,-9.862090743376554e-21
ROI_16_7,Paciente Saudável,0.004077150839541787,7.180692680391042e-08,1.9446514406733322e-10,1.1803010144242285e-10,-1.297525625764454e-20,3.097586976652462e-14,1.230446106069378e-20
ROI_16_8,Paciente Saudável,0.004220571939569292,1.3179484242069406e-08,1.5924845843214218e-10,6.616659535814126e-11,5.69559394011742e-21,-2.7544106869282873e-15,-3.700145277343584e-21
ROI_16_9,Paciente Saudável,0.005846624350887445,1.6089608706056924e-08,9.276931284793698e-11,1.8317397085217574e-10,1.753454647405072e-20,-2.0220318224589565e-14,1.620796724772621e-20
ROI_17_0,Paciente com Esteatose,0.00295568087055423,6.722022698276358e-09,1.7253232657858484e-12,1.6479168123553715e-12,-1.4958733551803137e-24,-1.3497718329693087e-16,2.3416687055558404e-24
ROI_17_1,Paciente com Esteatose,0.0032528493525790596,1.047705768083855e-08,1.6516982756584613e-11,7.409667478926632e-12,-2.4975249306845845e-23,-6.498622405801469e-16,-7.807420099186567e-23
ROI_17_2,Paciente com Esteatose,0.0028195946493022603,7.651590128346316e-09,4.157541942955182e-12,5.49239333510576e-12,-2.543013952585721e-23,-1.776961628160985e-16,6.492537297460708e-24
ROI_17_3,Paciente com Esteatose,0.0032736160310438103,5.6109404181144164e-09,2.6758033934059277e-11,7.50372205420801e-12,7.936016456440912e-23,-5.217572948127598e-16,7.076245346031844e-23
ROI_17_4,Paciente com Esteatose,0.0026686729525962254,3.330427147231789e-09,1.604514244608887e-11,2.7438261761200876e-12,1.820132752930472e-23,1.5364201340268986e-16,-3.9764131515178285e-25
ROI_17_5,Paciente com Esteatose,0.0031587958704520263,7.049470994227463e-09,2.0279224864334917e-11,2.711298810035631e-11,6.355418266590128e-22,2.1587353004512976e-15,1.6573060911454832e-23
ROI_17_6,Paciente com Esteatose,0.003279659639122629,5.265741164121423e-10,3.957821528861634e-11,1.0941166577279836e-12,6.269703273384173e-24,-2.3408581457688406e-17,3.5395882170165844e-24
ROI_17_7,Paciente com Esteatose,0.0028034550093559573,3.2975970612979434e-10,2.7614738430064554e-12,4.421936023916806e-12,-2.3600546938687674e-25,7.929647026546579e-17,1.545035593045485e-23
ROI_17_8,Paciente com Esteatose,0.0030174972849302444,2.204323431219492e-08,6.058095102702716e-11,1.3319214615482425e-11,-1.9618528076417302e-22,1.805566501994137e-15,3.235041518832484e-22
ROI_17_9,Paciente com Esteatose,0.00318710183424655,9.704738076322876e-09,2.1183763636139378e-11,4.354403356449428e-12,2.4700875169546914e-23,2.8924777338229455e-16,-3.3747057194781733e-23
ROI_18_0,Paciente com Esteatose,0.0040368000977846355,1.2533158956183503e-08,1.6947599466564844e-10,6.575833170353057e-11,4.915470286886618e-21,6.861450301157224e-15,4.901892908384047e-21
ROI_18_1,Paciente com Esteatose,0.007001170855557348,8.137334321511038e-08,1.500719320393407e-09,1.2307965652804159e-10,-2.0130035745394902e-20,2.42148649755984e-14,4.891676493625757e-20
ROI_18_2,Paciente com Esteatose,0.005883125612941513,4.19300827786374e-08,3.724384689551624e-11,4.301560589615364e-10,-1.1722542775907384e-20,4.283331175446443e-14,-5.3169105160562524e-20
ROI_18_3,Paciente com Esteatose,0.006777799450059737,1.5178779634587382e-08,8.856553272650939e-11,5.218043404745913e-10,-1.0157386227529349e-19,-2.1067561121147e-14,4.7600997283129064e-20
ROI_18_4,Paciente com Esteatose,0.005175269790456261,1.8128870573826597e-08,3.042973753860402e-10,1.894378611973442e-10,4.502015962274754e-20,-2.2464523995957292e-14,6.4722615041686684e-21
ROI_18_5,Paciente com Esteatose,0.00690473865078126,6.803780176363036e-09,1.0996855775691204e-09,5.022702659633209e-11,-6.15645632460685e-21,-1.2304917683498695e-15,1.0071727333799979e-20
ROI_18_6,Paciente com Esteatose,0.003334957282177173,1.6620702535840052e-09,5.685291904940402e-12,2.335777544595037e-11,-2.5738745388432963e-22,-2.7588519502356245e-16,-7.876020022706021e-23
ROI_18_7,Paciente com Esteatose,0.007868271214094943,1.59462024074951e-08,3.5950037638530465e-09,5.036701961402246e-10,6.776953905623238e-19,2.80384245732502e-14,-8.54525666121519e-21
ROI_18_8,Paciente com Esteatose,0.004497597387552307,7.823394634638694e-09,7.062164096455081e-10,1.7097922188014845e-10,3.5796284488029074e-20,1.1655242823200749e-14,-4.7419088973465405e-20
ROI_18_9,Paciente com Esteatose,0.006299456035886879,7.643877441334086e-09,5.12880569582121e-10,5.029205887515923e-10,-2.276567790070373e-19,-3.4677668432976923e-14,-1.1581222753427437e-19
ROI_19_0,Paciente com Esteatose,0.009060138853617544,1.7938023303306081e-07,2.305313959458501e-10,1.6521296724023667e-09,-9.648671369502877e-19,-6.050950882172805e-13,-3.2957900248503146e-19
ROI_19_1,Paciente com Esteatose,0.005354203363181171,4.116112733364199e-09,1.2300822144682846e-10,9.55208888423534e-11,1.003622837197102e-20,3.0645438200724056e-15,-2.5460982396944447e-21
ROI_19_2,Paciente com Esteatose,0.005847978898943092,4.522502060542465e-08,8.409489432446432e-11,8.085175329437763e-12,1.6123193186504904e-22,1.4037648514810679e-15,1.3583373609937286e-22
ROI_19_3,Paciente com Esteatose,0.008627889259499328,1.5484521497760945e-08,1.9920092172220627e-09,4.950636601306875e-10,1.116333693468573e-19,-2.540035262912354e-14,4.787867873932039e-19
ROI_19_4,Paciente com Esteatose,0.004337372043129693,4.1125107854859866e-08,1.7687535093350168e-10,1.8884510711668967e-10,-2.9547224207720803e-20,-3.7240676036656756e-14,-1.783707107605928e-20
ROI_19_5,Paciente com Esteatose,0.004914786963075855,6.48264456039729e-08,3.6556501776261567e-10,4.895887344046938e-11,4.533461550505484e-21,1.199954499690015e-14,-4.72735475734488e-21
ROI_19_6,Paciente com Esteatose,0.006219276288622507,2.2837660908372896e-07,7.926441833505464e-10,7.023493276437527e-11,-2.01011422631367e-21,3.222192813461343e-14,1.6449407257055677e-20
ROI_19_7,Paciente com Esteatose,0.005818143992853398,6.577871487589169e-09,4.854751149230353e-10,5.7661931721544085e-12,-2.266025512218319e-22,2.2728394968097183e-16,-2.0427090662363652e-22
ROI_19_8,Paciente com Esteatose,0.004931811112540698,7.528366520094502e-09,2.3222945888885866e-10,1.840744962679433e-10,3.126575746281853e-20,-1.5921820025619038e-14,-2.1699875907801878e-20
ROI_19_9,Paciente com Esteatose,0.005126903732820943,4.34473679274377e-09,5.732801241995376e-11,2.32109498262417e-10,6.786974007285482e-22,-3.867576406459211e-15,-2.676598553310302e-20
ROI_20_0,Paciente com Esteatose,0.013994166577792684,1.7796344095711141e-06,2.061453823073735e-09,6.049559083957709e-09,-2.1291392908419088e-17,8.431178454718315e-13,1.753763868707921e-18
ROI_20_1,Paciente com Esteatose,0.012626965429071067,2.350829549794448e-07,3.595834660363679e-09,2.8315914746200724e-10,1.8158109013397076e-19,-6.411220686057193e-14,2.206040506135162e-19
ROI_20_2,Paciente com Esteatose,0.02257979781566377,1.2964964094563395e-07,3.4672865317522287e-08,1.1712889248753284e-08,-1.580215971616587e-16,-2.986668457981864e-12,1.75343720460914e-16
ROI_20_3,Paciente com Esteatose,0.011632946036655016,5.62700676907456e-08,7.770334428175208e-09,1.5642187049424672e-09,5.2977258619811375e-18,2.6577720557705147e-13,1.2936367797974798e-18
ROI_20_4,Paciente com Esteatose,0.0129586073706815,6.575578527660932e-07,3.902019011790474e-09,1.0273432145255438e-08,9.647190366207733e-18,-7.402020145965051e-12,6.432622931606507e-17
ROI_20_5,Paciente com Esteatose,0.014110414982772268,4.782159662967563e-07,1.2272670569507814e-08,7.877510966488596e-09,2.4854382478654314e-17,-5.445493543361353e-12,-7.335963664649993e-17
ROI_20_6,Paciente com Esteatose,0.019495494945424387,2.0744834775297673e-06,1.3687982235110634e-07,1.5443627968618154e-08,-6.9119805601731495e-16,-1.6285048118662258e-11,1.6256491374964065e-16
ROI_20_7,Paciente com Esteatose,0.023698562428229916,1.2742736967522194e-06,2.092727549802047e-09,3.3877157388752805e-08,1.11805301800875e-16,3.474563042831703e-11,2.624191597502067e-16
ROI_20_8,Paciente com Esteatose,0.02120317598402963,7.103619724040107e-07,7.864063988998628e-09,5.049394819163076e-08,-6.833889779226936e-16,-4.18751610051388e-11,-7.38518489579381e-16
ROI_20_9,Paciente com Esteatose,0.01464365744056291,3.016848534473167e-07,3.830729843907661e-08,1.8439960786040675e-09,-1.5467715817724864e-17,4.1492570756729035e-13,9.712918677277204e-19
ROI_21_0,Paciente com Esteatose,0.006819343943491949,3.4391661285372304e-08,1.0050859823848052e-10,7.239678350487193e-10,1.645779892773894e-19,-6.485940120639393e-14,1.0513020065856937e-19
ROI_21_1,Paciente com Esteatose,0.009045352081993734,3.1208829188281975e-07,1.809934136302165e-09,1.4092245720599315e-09,2.0462917565539764e-18,7.823977738570756e-13,-9.370001559242489e-19
ROI_21_2,Paciente com Esteatose,0.015562649417055015,4.4419914574547316e-07,2.3330249054617844e-08,1.0377332362441362e-08,7.196979923865999e-18,-4.313583960121849e-12,1.6130820178040057e-16
ROI_21_3,Paciente com Esteatose,0.004085422418286612,1.368771882548175e-08,7.933938406644944e-11,9.330216050794877e-11,-8.013844809236251e-21,-9.695979689564453e-15,-4.685476324466344e-22
ROI_21_4,Paciente com Esteatose,0.003593874326138393,2.122570009628798e-08,9.260492543603018e-11,5.950784307272755e-11,-3.877055217854958e-21,7.960093777343601e-15,2.117288531176346e-21
ROI_21_5,Paciente com Esteatose,0.005438945476273186,1.8189850641593597e-09,1.1149997079037276e-09,1.1182398885412409e-10,-5.292783733103071e-22,4.41772162448023e-16,3.9482152991475494e-20
ROI_21_6,Paciente com Esteatose,0.005470070164562696,6.924914663719597e-08,4.461710962261683e-11,6.388687203788624e-11,3.2092815011403236e-21,4.787791662205202e-15,-1.1552949512313666e-21
ROI_21_7,Paciente com Esteatose,0.005427278774490594,2.076207599556897e-08,4.556242486563447e-11,3.203278246945202e-10,-3.478900933991737e-20,4.5838611193122036e-14,1.6950149219247158e-20
ROI_21_8,Paciente com Esteatose,0.005303640084330086,3.3113778855596193e-09,2.746144914140751e-10,2.2101788290760075e-10,-1.798701165601535e-20,-6.228448522825521e-16,-5.139394594152451e-20
ROI_21_9,Paciente com Esteatose,0.010266718181397736,2.2047459862717304e-07,1.7712246752117525e-09,1.357820914214442e-09,1.9685030770272658e-18,-4.1318369147149705e-13,7.476972917766459e-19
ROI_22_0,Paciente com Esteatose,0.005972941448876079,2.7436489684695995e-08,5.422801745911767e-11,1.1180116734844575e-09,-2.5447354575549588e-20,1.4300450829564923e-13,2.7410555018219906e-19
ROI_22_1,Paciente com Esteatose,0.008777957404958514,8.519762689609108e-08,2.310883628715203e-09,1.5033694962065257e-09,2.5276536281796096e-18,2.967735616097903e-13,-1.2094943170740996e-18
ROI_22_2,Paciente com Esteatose,0.0023833287183770775,1.144800194578911e-10,2.931992941328614e-11,6.077821627710711e-12,1.0468370266731927e-23,3.98895198145657e-17,-8.045591508055506e-23
ROI_22_3,Paciente com Esteatose,0.0022611174655379307,1.0499284070000395e-10,2.467129161104273e-12,1.462941178055802e-11,8.037189299473793e-23,1.3375683453908416e-16,3.5565379327935184e-23
ROI_22_4,Paciente com Esteatose,0.0022989934062364707,3.026835574327749e-09,2.7623313805331978e-11,2.5151518868747077e-11,6.590611924858291e-22,1.3478200917412447e-15,-7.174961221496234e-23
ROI_22_5,Paciente com Esteatose,0.001897121721591669,1.638182695700316e-09,6.260769077238013e-12,1.0101789270341673e-11,-7.098418132968144e-23,-4.0551346241849053e-16,-3.7618498922860856e-23
ROI_22_6,Paciente com Esteatose,0.003566882701264995,2.6194920231104114e-08,4.26671989280613e-11,8.525029537586251e-11,3.1438752912802607e-21,1.0327266177217554e-14,-4.0683166090052006e-21
ROI_22_7,Paciente com Esteatose,0.002242886261324587,3.227078006283205e-09,3.461392895169112e-11,1.3563018337380546e-11,2.5561589559899576e-22,-5.0735050539755965e-17,-1.4498954354260114e-22
ROI_22_8,Paciente com Esteatose,0.0022567918048306906,2.337589222019733e-09,4.845413205218314e-13,1.0477710406663766e-11,-2.038397040861445e-23,5.0544718901171e-16,-1.1909924371140624e-23
ROI_22_9,Paciente com Esteatose,0.0026770309760121933,2.6882688954648387e-09,1.5783051525473757e-10,6.048732054618802e-11,5.891642103322362e-21,1.2856851012179136e-16,-4.662417634996857e-22
ROI_23_0,Paciente com Esteatose,0.0070219937463517675,1.6297299801817034e-08,2.2309870824243515e-10,9.616693736245052e-10,-3.3900495496686835e-19,-1.221835151214539e-13,-2.8894739908097753e-19
ROI_23_1,Paciente com Esteatose,0.005769810526210534,6.327327783348437e-09,7.19188665657851e-10,1.9453244711713474e-10,5.477037818683513e-20,1.5010664573646878e-14,4.7902326821567726e-20
ROI_23_2,Paciente com Esteatose,0.007097381129799912,6.923747219377196e-08,1.4737542130401596e-09,6.728902671185392e-11,-1.1705614491479134e-20,1.1532392753358516e-14,1.7663251000429694e-20
ROI_23_3,Paciente com Esteatose,0.007432504162241907,2.965061255429939e-08,8.122314637565981e-10,7.998155682070413e-10,-3.422730184374743e-19,-1.236140511058866e-13,5.462821048593624e-19
ROI_23_4,Paciente com Esteatose,0.00470662668553066,4.714812815913001e-09,1.1885260635699838e-10,5.372708759399299e-11,-2.824786828563713e-21,1.9352141819227575e-15,-3.233150883887911e-21
ROI_23_5,Paciente com Esteatose,0.004604071667837047,1.9336128228390225e-08,2.1833778654968116e-10,4.0547228786003265e-11,-1.2126319869005305e-22,-5.236424397719735e-15,3.8131748996438715e-21
ROI_23_6,Paciente com Esteatose,0.005560809051479276,3.911468938442453e-08,7.33530575351659e-11,9.042990500217744e-11,7.06282591517191e-21,-1.2305564539371299e-14,2.0882605241382105e-21
ROI_23_7,Paciente com Esteatose,0.00634626600986758,6.777108089102923e-09,1.871186368929324e-11,2.1658775934412746e-10,-1.0820203260040126e-21,1.5064612878989798e-14,-1.3745736674548093e-20
ROI_23_8,Paciente com Esteatose,0.004494927536751582,8.178515030582883e-09,7.81928141586132e-12,3.2821012056379873e-11,4.512017462859995e-22,2.4449836896969542e-15,-2.6994611014858004e-22
ROI_23_9,Paciente com Esteatose,0.004488244450752854,4.113652236014929e-09,2.937692269448254e-11,4.374566951121756e-11,-1.5543694506611684e-21,-2.7665587070757135e-15,2.0793165749779528e-22
ROI_24_0,Paciente com Esteatose,0.007303044667509846,5.709794331083748e-09,1.2920178907042167e-09,4.615052722006185e-10,1.4180586327070763e-19,-3.465295911294093e-14,3.269397168838716e-19
ROI_24_1,Paciente com Esteatose,0.00898461070736472,9.274558827755524e-08,1.299796698331202e-09,1.32366522780381e-09,-3.4167639410193234e-19,3.632736547104539e-13,-1.7022690482508836e-18
ROI_24_2,Paciente com Esteatose,0.003098433037016986,8.83341371840293e-09,2.1341684723519793e-11,2.6302118231812924e-11,5.524258137630859e-22,-6.072429231615258e-16,2.8836723342901836e-22
ROI_24_3,Paciente com Esteatose,0.002266893990877288,2.6765302203955356e-09,1.069465752661781e-11,1.9807283213920577e-11,-2.8168850427524153e-22,-4.860970517309592e-16,-6.131357120642049e-23
ROI_24_4,Paciente com Esteatose,0.002432915590582992,1.6955058929236334e-08,2.0776814177457798e-11,7.960221229847726e-12,3.225607336234928e-23,-5.047238426048449e-16,-9.715646605863017e-23
ROI_24_5,Paciente com Esteatose,0.0024225993848625217,1.8207960965534733e-08,6.75267537080966e-11,5.9971144599004264e-12,8.624916380171222e-24,-4.245328959059571e-16,-1.2037589381794646e-22
ROI_24_6,Paciente com Esteatose,0.0027642222397216854,4.899016027467354e-09,1.7617735563721404e-11,4.990948637584623e-11,1.4792248117028522e-21,-3.476137813353343e-15,-4.66122429729605e-23
ROI_24_7,Paciente com Esteatose,0.0025519990080493304,5.8246113853208945e-09,2.5678829458929867e-11,9.403899958137146e-13,3.662616971411545e-24,-1.4800913092935014e-17,-2.8178395306738197e-24
ROI_24_8,Paciente com Esteatose,0.002766827511456611,5.326014483086505e-09,2.4334119553011777e-11,9.5083829727237e-12,-1.4081030872590656e-22,5.42775234188306e-16,3.30333522956698e-23
ROI_24_9,Paciente com Esteatose,0.00234585162875971,1.2155753661520554e-09,2.44434162118056e-12,6.582889393275857e-12,7.521215159978598e-24,1.0038607357792533e-16,2.5312414667669428e-23
ROI_25_0,Paciente com Esteatose,0.004098843981953576,3.4993720758802537e-09,5.2879943818229635e-11,8.123554357110989e-12,1.5903568455279437e-22,4.587523658573812e-16,-5.528197792911706e-23
ROI_25_1,Paciente com Esteatose,0.004915707156594127,1.6653113768003006e-08,7.536862214136519e-11,1.4705018462273536e-11,-2.176019423624783e-22,5.820112490801197e-16,-4.385257555084298e-22
ROI_25_2,Paciente com Esteatose,0.0055131578368616384,6.221883015672986e-08,6.820763538164746e-11,6.041870951636816e-11,-3.862853746154528e-21,-5.499315998647509e-15,-3.4900835917047327e-22
ROI_25_3,Paciente com Esteatose,0.004288603787896991,7.241332171982057e-10,1.841726816427473e-10,2.847701896051785e-11,-1.006363408676268e-21,-7.370649304523477e-16,-1.800101091009435e-21
ROI_25_4,Paciente com Esteatose,0.004664069078390191,9.445256422330391e-09,2.705514066987516e-10,1.3990958480055981e-11,-2.882669054587575e-22,-1.2695525491118273e-15,-8.110843462390399e-22
ROI_25_5,Paciente com Esteatose,0.004493863525335439,3.681399963126296e-08,2.0497336858218755e-10,8.192243999959954e-11,-9.512111047474619e-21,-1.3591194422179907e-14,-4.713291189491024e-21
ROI_25_6,Paciente com Esteatose,0.004998460252230018,1.4026037950900211e-08,1.575834285630421e-11,1.1006103860806923e-10,-3.8283920733111405e-21,6.068674935608649e-15,2.520457029281434e-21
ROI_25_7,Paciente com Esteatose,0.005224627144986216,7.201578045759607e-08,6.966945753254912e-11,9.473323456685755e-11,-6.4218692170420334e-21,-1.9958770772859362e-14,4.24153967513036e-21
ROI_25_8,Paciente com Esteatose,0.004717560808167489,4.383277861885176e-08,1.0627478931803156e-10,4.5242830129386185e-11,-1.4012587185710336e-21,-7.928052578316168e-15,2.8068465452774282e-21
ROI_25_9,Paciente com Esteatose,0.004062540541266914,7.328837415243912e-08,4.917776519094018e-11,1.965133324412304e-10,1.7953366000667515e-20,4.0359306734062666e-14,7.132980590800929e-21
ROI_26_0,Paciente com Esteatose,0.0014919513634839368,1.2451812898296136e-11,8.556529848609665e-13,1.173442030233024e-12,-5.965010323763045e-25,2.9097182622048653e-19,-1.0132828156368385e-24
ROI_26_1,Paciente com Esteatose,0.001395637168184041,1.4941322818939472e-10,2.6861005398280186e-12,2.0951882325587044e-12,-5.641925684301012e-25,-2.0414423561463193e-17,-4.9383255302965055e-24
ROI_26_2,Paciente com Esteatose,0.0014831525887577242,1.8826136125209607e-10,8.873505684898114e-13,1.5719630280651463e-12,8.154456408630805e-25,1.5794030978127675e-17,-1.667901992457365e-24
ROI_26_3,Paciente com Esteatose,0.0017557952106626406,1.7088927331497034e-12,6.441156546191443e-12,8.712993770352544e-13,-3.4456956305144207e-25,2.1116632717627095e-19,-2.035147593306043e-24
ROI_26_4,Paciente com Esteatose,0.001329239140037252,5.243934106670325e-11,1.7750487233334801e-12,9.58447208813726e-13,1.2065781405382544e-24,-1.175768259480414e-18,3.2712452465055614e-25
ROI_26_5,Paciente com Esteatose,0.001405706627376757,3.188912319464213e-10,8.987268800783221e-13,1.2933478320216958e-12,7.928727106982797e-25,2.7259159180452245e-18,1.1470395605529535e-24
ROI_26_6,Paciente com Esteatose,0.002008070136523208,2.8219473873461378e-11,4.7998525749716685e-12,1.8614948744483266e-12,3.322140088609322e-24,-9.677285099932667e-18,4.463661609778976e-24
ROI_26_7,Paciente com Esteatose,0.0015134762528067286,1.8451011440287092e-10,1.8237578528562226e-12,2.6856800009478124e-12,-6.623105756816379e-25,-2.921045254745306e-17,5.9067954854074714e-24
ROI_26_8,Paciente com Esteatose,0.0013813523603594352,3.7226820247367144e-11,1.429324118621355e-12,1.4634631286338037e-12,-1.9717365600378755e-24,2.755272836262639e-19,7.6956803392451435e-25
ROI_26_9,Paciente com Esteatose,0.001622492033014327,4.3677704784114494e-10,2.6787766393308856e-12,2.09242739559975e-12,-3.946459553560179e-24,3.6844064469143276e-17,2.9943612537486222e-24
ROI_27_0,Paciente com Esteatose,0.0026212680896411144,1.9297588220697906e-09,3.424856776763305e-11,3.236752089251527e-11,1.0035996878890692e-21,1.4071264981952449e-15,-3.9262958791466014e-22
ROI_27_1,Paciente com Esteatose,0.001420826184158448,3.2710728725304873e-10,4.059488581892627e-12,1.011267581223412e-12,1.7419891411282004e-24,-1.6841874564683726e-17,1.078766068973093e-24
ROI_27_2,Paciente com Esteatose,0.0012902108622682468,2.5278732214963837e-11,3.8439275897561254e-13,9.114085354955075e-13,3.3137571388228275e-25,8.083496016151497e-19,-4.2568125600157075e-25
ROI_27_3,Paciente com Esteatose,0.001408180312987457,6.696005012881404e-11,2.3106995499027033e-12,8.33966694882691e-13,-1.735964992086576e-25,5.114114274642012e-18,1.1446073285472278e-24
ROI_27_4,Paciente com Esteatose,0.0016100411294675831,3.17362654943575e-09,1.5235358878376674e-12,2.793083773969263e-12,2.3322834009176066e-24,4.2548760823525583e-17,-5.268575953945415e-24
ROI_27_5,Paciente com Esteatose,0.0013184178983370212,9.966290665011214e-11,2.0852751588468927e-12,8.628988211592036e-13,1.331160200528411e-25,-3.6881080730519984e-18,1.1498214870088546e-24
ROI_27_6,Paciente com Esteatose,0.0018206290624332966,1.0349773082964e-09,3.0384259760022894e-12,1.1594707593731808e-11,-3.7556309348531097e-23,1.8267957592643294e-16,5.766890090104623e-23
ROI_27_7,Paciente com Esteatose,0.0017920385994116546,4.901668116173328e-09,5.679578849193107e-12,2.993807363584872e-12,9.610433941613538e-24,1.6665751804241327e-16,7.748581481286001e-24
ROI_27_8,Paciente com Esteatose,0.001530692701477847,6.221237353959346e-10,2.3680812107529187e-12,1.9540364017924474e-12,3.918421382128976e-24,-4.2006570158403645e-17,1.5212707845588215e-24
ROI_27_9,Paciente com Esteatose,0.0018417685187342898,6.038601141744804e-10,1.1826909375605233e-11,1.2312392288665711e-11,-8.532628814194983e-23,1.9387061848814134e-16,1.216318925012333e-22
ROI_28_0,Paciente com Esteatose,0.0020352752663849124,1.7125118371160404e-09,1.3732065440728461e-11,3.915078560217746e-13,-8.984083952238796e-25,-7.085502570126595e-18,1.3007482162807329e-25
ROI_28_1,Paciente com Esteatose,0.001829202250804182,4.0638193761934913e-10,1.789416813582515e-12,3.7300639961993705e-13,-1.3242080061296689e-25,5.407196105106047e-18,-2.7446585633447817e-25
ROI_28_2,Paciente com Esteatose,0.001592308637506939,8.454909280429382e-11,4.216282838251814e-12,5.470602715722046e-12,2.0743188954358844e-23,2.6856714936501236e-17,-1.6125010668237694e-23
ROI_28_3,Paciente com Esteatose,0.0016276801112030128,2.657580398739937e-10,2.464407901269963e-12,3.0280096345921414e-12,6.934331141722762e-24,2.5201777049208088e-17,4.5094626494019496e-24
ROI_28_4,Paciente com Esteatose,0.0016634867349934127,6.251688874522743e-10,7.0252929474332666e-12,2.556226737305758e-12,1.0183397894900241e-24,2.8574224138549216e-17,1.0784592491308846e-23
